state,year,fips,vmt,fatalityrate,sb_useage,speed65,speed70,drinkage21,ba08,income,age,primary,secondary
LA,1989,22,37914,0.023157672956585884,0.4099999964237213,1,0,1,0,13620,33.343727111816406,0,1
LA,1990,22,37667,0.025459950789809227,0.4300000071525574,1,0,1,0,14773,33.889320373535156,0,1
LA,1991,22,34710,0.024834342300891876,0.41999998688697815,1,0,1,0,15593,33.91446304321289,0,1
LA,1992,22,33853,0.026171978563070297,0.5,1,0,1,0,16381,34.04680633544922,0,1
LA,1993,22,36351,0.024153392761945724,0.47999998927116394,1,0,1,0,17133,34.21113586425781,0,1
LA,1994,22,37430,0.02252204157412052,0.5,1,0,1,0,18086,34.33135986328125,0,1
LA,1995,22,38647,0.023132454603910446,0.5899999737739563,1,0,1,0,18826,34.49893569946289,0,1
LA,1996,22,38095,0.02367764711380005,0.6299999952316284,1,0,1,0,19609,34.71261978149414,0,1
LA,1997,22,38840,0.023970134556293488,0.6700000166893005,1,0,1,0,20458,34.90412902832031,0,1
MA,1983,25,37541,0.017341040074825287,NA,0,0,0,0,14009,35.90611267089844,0,0
MA,1984,25,38540,0.01728074811398983,NA,0,0,0,0,15703,36.01557922363281,0,0
MA,1985,25,39696,0.018692059442400932,0.20000000298023224,0,0,1,0,16842,36.086280822753906,0,0
MA,1986,25,40745,0.01845625229179859,0.3499999940395355,0,0,1,0,18100,36.13642120361328,0,0
MA,1987,25,42305,0.016286490485072136,0.25999999046325684,0,0,1,0,19600,36.203147888183594,0,0
MA,1988,25,43334,0.01673051156103611,NA,0,0,1,0,21417,36.25172424316406,0,0
MA,1989,25,46214,0.015060371719300747,0.28999999165534973,0,0,1,0,22634,36.26585006713867,0,0
MA,1990,25,46130,0.013115109875798225,0.30000001192092896,0,0,1,0,23210,36.46202850341797,0,0
MA,1991,25,46537,0.01186152920126915,0.36000001430511475,1,0,1,0,23590,36.542503356933594,0,0
MA,1992,25,47348,0.010243305005133152,0.3400000035762787,1,0,1,0,24538,36.73239517211914,0,0
MA,1993,25,46684,0.010174792259931564,0.3400000035762787,1,0,1,0,25333,36.840694427490234,0,0
MA,1994,25,46990,0.009363694116473198,0.5199999809265137,1,0,1,0,26433,36.95366287231445,0,1
MA,1995,25,48053,0.009239797480404377,0.5299999713897705,1,0,1,0,28097,37.0994873046875,0,1
MA,1996,25,49956,0.00832732766866684,0.5400000214576721,1,0,1,0,29591,37.25540542602539,0,1
MA,1997,25,50468,0.008738210424780846,0.5299999713897705,1,0,1,0,31239,37.38256072998047,0,1
MD,1983,24,30618,0.02142530493438244,NA,0,0,1,0,13852,34.261844635009766,0,0
MD,1984,24,31702,0.020282631739974022,NA,0,0,1,0,15279,34.404266357421875,0,0
MD,1985,24,33337,0.021867593750357628,0.18000000715255737,0,0,1,0,16454,34.5446891784668,0,0
MD,1986,24,35208,0.022267665714025497,0.550000011920929,0,0,1,0,17461,34.63835525512695,0,1
MD,1987,24,36493,0.022305646911263466,0.5600000023841858,1,0,1,0,18665,34.72747802734375,0,1
MD,1988,24,37498,0.020827777683734894,0.5699999928474426,1,0,1,0,20079,34.75935745239258,0,1
MD,1989,24,38922,0.018652690574526787,0.6200000047683716,1,0,1,0,21469,34.82172393798828,0,1
MD,1990,24,40536,0.017441287636756897,0.6499999761581421,1,0,1,0,22482,35.064300537109375,0,1
MD,1991,24,41349,0.016783960163593292,0.6700000166893005,1,0,1,0,22877,35.12738037109375,0,1
MD,1992,24,41896,0.015729425475001335,0.6700000166893005,1,0,1,0,23548,35.292449951171875,0,1
MD,1993,24,43311,0.015377155505120754,0.699999988079071,1,0,1,0,24283,35.40979766845703,0,1
MD,1994,24,44165,0.014740179292857647,0.699999988079071,1,0,1,0,25329,35.55339813232422,0,1
MD,1995,24,44882,0.014950314536690712,0.699999988079071,1,0,1,0,26141,35.676387786865234,0,1
MD,1996,24,46187,0.01316387765109539,0.699999988079071,1,0,1,0,27298,35.892086029052734,0,1
MD,1997,24,46609,0.013109056279063225,0.7099999785423279,1,0,1,0,28674,35.99752426147461,0,1
ME,1983,23,7924,0.02826855145394802,NA,0,0,0,0,10431,35.138545989990234,0,0
ME,1984,23,9345,0.024826109409332275,NA,0,0,0,0,11500,35.317626953125,0,0
ME,1985,23,9277,0.022205455228686333,NA,0,0,1,0,12301,35.455265045166016,0,0
ME,1986,23,10022,0.021353023126721382,NA,0,0,1,0,13272,35.588226318359375,0,0
ME,1987,23,10766,0.021549321711063385,NA,1,0,1,0,14392,35.7355842590332,0,0
ME,1988,23,11401,0.022454170510172844,NA,1,0,1,1,15537,35.839988708496094,0,0
ME,1989,23,11739,0.016526110470294952,NA,1,0,1,1,16618,35.931434631347656,0,0
ME,1990,23,11871,0.0179428867995739,0.3499999940395355,1,0,1,1,17159,36.07067108154297,0,0
ME,1991,23,11849,0.017301037907600403,0.36000001430511475,1,0,1,1,17300,36.1796875,0,0
ME,1992,23,12151,0.01761171966791153,0.36000001430511475,1,0,1,1,18008,36.430030822753906,0,0
ME,1993,23,12182,0.015186340548098087,0.36000001430511475,1,0,1,1,18463,36.620628356933594,0,0
ME,1994,23,12469,0.015077391639351845,0.36000001430511475,1,0,1,1,19190,36.82917022705078,0,0
ME,1995,23,12589,0.01485423743724823,0.5,1,0,1,1,19995,37.07215881347656,0,0
ME,1996,23,12819,0.01318355556577444,0.5,1,0,1,1,20948,37.31929397583008,0,1
ME,1997,23,13245,0.014496035873889923,0.6100000143051147,1,0,1,1,21937,37.59043502807617,0,1
MI,1983,26,60855,0.021592309698462486,NA,0,0,1,0,12143,33.7369499206543,0,0
MI,1984,26,63470,0.024121632799506187,0.19499999284744263,0,0,1,0,13460,33.97589111328125,0,0
MI,1985,26,67402,0.02292216755449772,0.25999999046325684,0,0,1,0,14540,34.1678466796875,0,0
MI,1986,26,71981,0.02229754999279976,0.46299999952316284,0,0,1,0,15338,34.339111328125,0,1
MI,1987,26,75706,0.021160805597901344,0.4645000100135803,1,0,1,0,15899,34.51496124267578,0,1
MI,1988,26,77899,0.021925827488303185,0.47999998927116394,1,0,1,0,16950,34.65726089477539,0,1
MI,1989,26,79890,0.02051570825278759,0.46700000762939453,1,0,1,0,17987,34.77060317993164,0,1
MI,1990,26,81091,0.019373295828700066,0.5170000195503235,1,0,1,0,18699,34.96533203125,0,1
MI,1991,26,81935,0.01734301634132862,0.6399999856948853,1,0,1,0,19022,35.04848861694336,0,1
MI,1992,26,84219,0.015435947105288506,0.5540000200271606,1,0,1,0,19861,35.248104095458984,0,1
MI,1993,26,85686,0.01650211215019226,0.6399999856948853,1,0,1,0,20939,35.38850402832031,0,1
MI,1994,26,85183,0.01668173260986805,0.6359999775886536,1,0,1,0,22338,35.5583381652832,0,1
MI,1995,26,85703,0.01785235106945038,0.6559999585151672,1,0,1,0,23407,35.709930419921875,0,1
MI,1996,26,90215,0.016682369634509087,0.671999990940094,1,0,1,0,23996,35.875003814697266,0,1
MI,1997,26,91755,0.015759360045194626,0.6809999942779541,1,0,1,0,24956,35.9991340637207,0,1
MN,1983,27,31063,0.017866915091872215,NA,0,0,0,0,12310,34.212249755859375,0,0
MN,1984,27,31826,0.01828693598508835,NA,0,0,0,0,13975,34.375186920166016,0,0
MN,1985,27,32688,0.01860009878873825,0.20000000298023224,0,0,0,0,14756,34.493106842041016,0,0
MN,1986,27,33806,0.016890492290258408,0.33000001311302185,0,0,1,0,15526,34.6269416809082,0,1
MN,1987,27,35167,0.015070946887135506,0.3199999928474426,1,0,1,0,16479,34.765743255615234,0,1
MN,1988,27,36447,0.016791505739092827,0.4699999988079071,1,0,1,0,17115,34.83434295654297,0,1
MN,1989,27,37393,0.01615275628864765,0.4399999976158142,1,0,1,0,18404,34.89287567138672,0,1
MN,1990,27,38946,0.01453294325619936,0.4699999988079071,1,0,1,0,19348,35.00129699707031,0,1
MN,1991,27,39254,0.013527283445000648,0.5299999713897705,1,0,1,0,19845,35.072998046875,0,1
MN,1992,27,41162,0.014114960096776485,0.5099999904632568,1,0,1,0,21126,35.172637939453125,0,1
MN,1993,27,42214,0.012744586914777756,0.550000011920929,1,0,1,0,21488,35.28432083129883,0,1
MN,1994,27,43317,0.014913313090801239,0.5699999928474426,1,0,1,0,22802,35.402652740478516,0,1
MN,1995,27,44072,0.013546016067266464,0.6499999761581421,1,0,1,0,23736,35.54664993286133,0,1
MN,1996,27,44465,0.012954008765518665,0.6399999856948853,1,0,1,0,25235,35.689208984375,0,1
MN,1997,27,48350,0.01240951381623745,0.6499999761581421,1,0,1,0,26243,35.7766227722168,0,1
MO,1983,29,36543,0.024929534643888474,NA,0,0,1,0,11647,35.47117233276367,0,0
MO,1984,29,38535,0.02509406954050064,NA,0,0,1,0,12860,35.545345306396484,0,0
MO,1985,29,39284,0.023699216544628143,NA,0,0,1,0,13737,35.627445220947266,0,0
MO,1986,29,41571,0.027158355340361595,NA,0,0,1,0,14383,35.72843551635742,0,1
MO,1987,29,43379,0.02408999763429165,NA,1,0,1,0,15084,35.85145950317383,0,1
MO,1988,29,45573,0.024202927947044373,NA,1,0,1,0,15909,35.950199127197266,0,1
MO,1989,29,48087,0.021877015009522438,NA,1,0,1,0,16961,36.059513092041016,0,1
MO,1990,29,50883,0.02155926264822483,0.5400000214576721,1,0,1,0,17639,36.2020149230957,0,1
MO,1991,29,40982,0.02466936782002449,0.5400000214576721,1,0,1,0,18305,36.21760559082031,0,1
MO,1992,29,53254,0.018496263772249222,0.699999988079071,1,0,1,0,19120,36.301753997802734,0,1
MO,1993,29,54821,0.0172744020819664,0.699999988079071,1,0,1,0,19632,36.355167388916016,0,1
MO,1994,29,57288,0.019009215757250786,0.6800000071525574,1,0,1,0,20576,36.43617248535156,0,1
MO,1995,29,59347,0.018686706200242043,0.7099999785423279,1,1,1,0,21540,36.49969482421875,0,1
MO,1996,29,61162,0.018753474578261375,0.6200000047683716,1,1,1,0,22586,36.53993225097656,0,1
MO,1997,29,62980,0.01892664283514023,0.6200000047683716,1,1,1,0,23629,36.59480285644531,0,1
MS,1983,28,17802,0.040164027363061905,NA,0,0,0,0,8372,32.99811553955078,0,0
MS,1984,28,18442,0.03681813180446625,NA,0,0,0,0,9122,33.11408996582031,0,0
MS,1985,28,19130,0.03460533171892166,NA,0,0,0,0,9545,33.22182083129883,0,0
MS,1986,28,19226,0.04010194540023804,NA,0,0,1,0,9898,33.3931884765625,0,0
MS,1987,28,20173,0.03747583553195,NA,1,0,1,0,10484,33.64208221435547,0,0
MS,1988,28,22043,0.03275416046380997,NA,1,0,1,0,11236,33.888240814208984,0,0
MS,1989,28,22895,0.03175365924835205,NA,1,0,1,0,11996,34.10622024536133,0,0
MS,1990,28,24398,0.030740223824977875,0.23000000417232513,1,0,1,0,12706,34.456687927246094,0,1
MS,1991,28,24897,0.028678154572844505,0.3199999928474426,1,0,1,0,13376,34.47629165649414,0,1
MS,1992,28,26239,0.02919318526983261,0.23999999463558197,1,0,1,0,14163,34.51760482788086,0,1
MS,1993,28,26864,0.030263550579547882,0.25,1,0,1,0,14900,34.59160232543945,0,1
MS,1994,28,28548,0.027707720175385475,0.43299999833106995,1,0,1,0,15886,34.6653938293457,0,1
MS,1995,28,29559,0.029364999383687973,0.46000000834465027,1,1,1,0,16574,34.805084228515625,0,1
MS,1996,28,30562,0.02653622068464756,0.45990002155303955,1,1,1,0,17398,34.96229553222656,0,1
MS,1997,28,31519,0.027316857129335403,0.4822999835014343,1,1,1,0,18098,35.072879791259766,0,1
MT,1983,30,7181,0.03982732072472572,NA,0,0,0,0,10654,33.700462341308594,0,0
MT,1984,30,7386,0.03222312405705452,0.1679999977350235,0,0,0,0,11252,33.84919357299805,0,0
MT,1985,30,7572,0.029450608417391777,0.21700000762939453,0,0,0,0,11486,34.01177978515625,0,0
MT,1986,30,7737,0.028693292289972305,0.29499998688697815,0,0,0,0,12120,34.32669448852539,0,0
MT,1987,30,8074,0.02898191660642624,0.39650002121925354,1,0,1,0,12619,34.65987777709961,0,0
MT,1988,30,8138,0.024330303072929382,0.5945000052452087,1,0,1,0,12954,35.004417419433594,0,1
MT,1989,30,8250,0.021939393132925034,0.6179999709129333,1,0,1,0,14193,35.28573226928711,0,1
MT,1990,30,8332,0.025444071739912033,0.6259999871253967,1,0,1,0,15038,35.467140197753906,0,1
MT,1991,30,8314,0.024055808782577515,0.6444999575614929,1,0,1,0,15947,35.60186004638672,0,1
MT,1992,30,8525,0.02252199500799179,0.6802999973297119,1,0,1,0,16541,35.67782211303711,0,1
MT,1993,30,8707,0.022395772859454155,0.6919999718666077,1,0,1,0,17571,35.78073501586914,0,1
MT,1994,30,9116,0.02215884067118168,0.6958000063896179,1,0,1,0,17590,35.962188720703125,0,1
MT,1995,30,9399,0.022874774411320686,0.7008000016212463,1,0,1,0,18286,36.248687744140625,0,1
MT,1996,30,9446,0.021172983571887016,0.7080000042915344,1,0,1,0,18872,36.537803649902344,0,1
MT,1997,30,9392,0.028215503320097923,0.7255000472068787,1,0,1,0,19660,36.829769134521484,0,1
NC,1983,37,45038,0.027399085462093353,NA,0,0,0,0,10172,34.21530532836914,0,0
NC,1984,37,48182,0.030094226822257042,NA,0,0,0,0,11363,34.448936462402344,0,0
NC,1985,37,49923,0.029685715213418007,0.25999999046325684,0,0,0,0,12136,34.63479995727539,0,0
NC,1986,37,52866,0.031154239550232887,0.41999998688697815,0,0,1,0,12900,34.8187255859375,1,0
NC,1987,37,54600,0.029010988771915436,0.7799999713897705,1,0,1,0,13717,35.01980209350586,1,0
NC,1988,37,57943,0.02714736945927143,0.6299999952316284,1,0,1,0,14810,35.1805419921875,1,0
NC,1989,37,60877,0.02416347712278366,0.6100000143051147,1,0,1,0,15827,35.32870864868164,1,0
NC,1990,37,62707,0.022086847573518753,0.5799999833106995,1,0,1,0,16649,35.519168853759766,1,0
NC,1991,37,64883,0.02109951712191105,0.6100000143051147,1,0,1,0,17115,35.637451171875,1,0
NC,1992,37,67538,0.018730197101831436,0.6200000047683716,1,0,1,0,18230,35.76171112060547,1,0
NC,1993,37,69493,0.019987624138593674,0.6299999952316284,1,0,1,1,19137,35.87254333496094,1,0
NC,1994,37,71928,0.01989489421248436,0.7900000214576721,1,0,1,1,19920,35.97425079345703,1,0
NC,1995,37,76053,0.019039353355765343,0.800000011920929,1,0,1,1,20996,36.09945297241211,1,0
NC,1996,37,78935,0.018926965072751045,0.800000011920929,1,0,1,1,22053,36.20905685424805,1,0
NC,1997,37,81893,0.018108995631337166,0.8500000238418579,1,0,1,1,23168,36.275142669677734,1,0
ND,1983,38,5363,0.021629685536026955,NA,0,0,1,0,11100,33.7475700378418,0,0
ND,1984,38,5377,0.018597731366753578,NA,0,0,1,0,11871,33.84547424316406,0,0
ND,1985,38,5387,0.016706887632608414,NA,0,0,1,0,12314,34.033050537109375,0,0
ND,1986,38,5632,0.01775568164885044,NA,0,0,1,0,12625,34.291622161865234,0,0
ND,1987,38,5681,0.017778560519218445,NA,1,0,1,0,13037,34.55361557006836,0,0
ND,1988,38,5765,0.018039895221590996,NA,1,0,1,0,12142,34.890323638916016,0,0
ND,1989,38,5849,0.013848520815372467,NA,1,0,1,0,13669,35.1776008605957,0,1
ND,1990,38,5910,0.01895092986524105,0.2800000011920929,1,0,1,0,15264,35.62972640991211,0,0
ND,1991,38,5951,0.015795664861798286,0.30000001192092896,1,0,1,0,15479,35.69639205932617,0,0
ND,1992,38,6072,0.014492753893136978,0.30000001192092896,1,0,1,0,16866,35.86979293823242,0,0
ND,1993,38,6158,0.014452744275331497,0.30000001192092896,1,0,1,0,17040,36.00231170654297,0,0
ND,1994,38,6338,0.013884506188333035,0.3199999928474426,1,0,1,0,18156,36.14896011352539,0,0
ND,1995,38,6545,0.0113063408061862,0.41999998688697815,1,0,1,0,18149,36.34025955200195,0,1
ND,1996,38,6741,0.012609405443072319,0.4300000071525574,1,0,1,0,20197,36.55766677856445,0,1
ND,1997,38,7123,0.014740980230271816,0.49000000953674316,1,0,1,0,20103,36.718711853027344,0,1
NE,1983,31,11534,0.022108549252152443,0.10999999940395355,0,0,0,0,11401,34.857757568359375,0,0
NE,1984,31,11968,0.023813502863049507,0.15000000596046448,0,0,0,0,12658,34.960731506347656,0,0
NE,1985,31,12054,0.019661523401737213,0.44999998807907104,0,0,1,0,13392,35.07483673095703,0,0
NE,1986,31,12630,0.022961203008890152,0.3799999952316284,0,0,1,0,13875,35.2340087890625,0,0
NE,1987,31,13091,0.022687342017889023,0.28999999165534973,1,0,1,0,14634,35.414649963378906,0,0
NE,1988,31,13407,0.019467443227767944,0.3100000023841858,1,0,1,0,15511,35.548362731933594,0,0
NE,1989,31,13781,0.021478848531842232,0.3199999928474426,1,0,1,0,16371,35.62091827392578,0,0
NE,1990,31,13958,0.018770597875118256,0.33000001311302185,1,0,1,0,17536,35.682273864746094,0,0
NE,1991,31,14095,0.019510464742779732,0.3199999928474426,1,0,1,0,18012,35.69535446166992,0,0
NE,1992,31,14621,0.018398193642497063,0.33000001311302185,1,0,1,0,19157,35.825653076171875,0,0
NE,1993,31,14777,0.017188875004649162,0.5400000214576721,1,0,1,0,19714,35.901432037353516,0,1
NE,1994,31,15466,0.017522307112812996,0.6299999952316284,1,0,1,0,20365,35.9754638671875,0,1
NE,1995,31,15807,0.016068831086158752,0.6399999856948853,1,1,1,0,21029,36.08698272705078,0,1
NE,1996,31,16238,0.018044093623757362,0.6499999761581421,1,1,1,0,22847,36.173980712890625,0,1
NE,1997,31,17077,0.017684604972600937,0.6299999952316284,1,1,1,0,23618,36.224483489990234,0,1
NH,1983,33,7181,0.026597967371344566,NA,0,0,0,0,13011,34.503143310546875,0,0
NH,1984,33,7294,0.02632300555706024,NA,0,0,0,0,14518,34.63434600830078,0,0
NH,1985,33,7538,0.02533828653395176,NA,0,0,1,0,15842,34.74155807495117,0,0
NH,1986,33,7913,0.02173638343811035,0.2629999816417694,0,0,1,0,17033,34.747337341308594,0,0
NH,1987,33,9167,0.019526563584804535,0.2734000086784363,1,0,1,0,18362,34.79731369018555,0,0
NH,1988,33,9507,0.017460817471146584,0.3716000020503998,1,0,1,0,19733,34.74615478515625,0,0
NH,1989,33,9819,0.01904470846056938,0.5047000050544739,1,0,1,0,20559,34.73482894897461,0,0
NH,1990,33,9844,0.01605038531124592,0.5174000263214111,1,0,1,0,20728,34.96724319458008,0,0
NH,1991,33,9935,0.014494212344288826,0.4859999716281891,1,0,1,0,21390,35.072479248046875,0,0
NH,1992,33,10067,0.012118804268538952,0.4970000088214874,1,0,1,0,22234,35.24674987792969,0,0
NH,1993,33,10342,0.011699864640831947,0.5056999921798706,1,0,1,0,22710,35.41042709350586,0,0
NH,1994,33,10501,0.0113322539255023,0.5370000004768372,1,0,1,1,24119,35.568363189697266,0,0
NH,1995,33,10643,0.011087099090218544,0.5702999830245972,1,0,1,1,25313,35.772369384765625,0,0
NH,1996,33,10987,0.012196231633424759,0.5602999925613403,1,0,1,1,26418,35.975379943847656,0,0
NH,1997,33,11202,0.011158721521496773,0.5770000219345093,1,0,1,1,27766,36.13078689575195,0,0
NJ,1983,34,52217,0.01784859411418438,NA,0,0,1,0,15080,35.970645904541016,0,0
NJ,1984,34,52312,0.01762501895427704,0.18000000715255737,0,0,1,0,16680,36.09489059448242,0,0
NJ,1985,34,53108,0.018151691183447838,0.4000000059604645,0,0,1,0,17807,36.212738037109375,0,1
NJ,1986,34,55350,0.018771454691886902,0.3529999852180481,0,0,1,0,18900,36.2862434387207,0,1
NJ,1987,34,57071,0.017925040796399117,0.35099998116493225,0,0,1,0,20391,36.376068115234375,0,1
NJ,1988,34,58725,0.017896978184580803,0.414000004529953,0,0,1,0,22302,36.43306350708008,0,1
NJ,1989,34,59898,0.014875288121402264,0.44099998474121094,0,0,1,0,23751,36.482879638671875,0,1
NJ,1990,34,58923,0.015036572702229023,0.5040000081062317,0,0,1,0,24883,36.63530731201172,0,1
NJ,1991,34,59289,0.013206496834754944,0.5259999632835388,0,0,1,0,25328,36.66513442993164,0,1
NJ,1992,34,59410,0.012842955999076366,0.7130000591278076,0,0,1,0,26749,36.7508659362793,0,1
NJ,1993,34,59726,0.013210327364504337,0.6419999599456787,0,0,1,0,27457,36.794029235839844,0,1
NJ,1994,34,60466,0.012585585005581379,0.6100000143051147,0,0,1,0,28333,36.82069778442383,0,1
NJ,1995,34,61012,0.012686029076576233,0.6069999933242798,0,0,1,0,29568,36.885589599609375,0,1
NJ,1996,34,62334,0.013058683834969997,0.6029999852180481,0,0,1,0,30892,36.995052337646484,0,1
NJ,1997,34,63308,0.012241738848388195,0.6200000047683716,0,0,1,0,32356,37.10776901245117,0,1
NM,1983,35,11678,0.045470114797353745,NA,0,0,1,0,10072,31.993057250976562,0,0
NM,1984,35,12432,0.03997747600078583,NA,0,0,1,0,10861,32.15180587768555,0,0
NM,1985,35,13269,0.040319543331861496,NA,0,0,1,0,11592,32.350852966308594,0,0
NM,1986,35,13171,0.03788626566529274,NA,0,0,1,0,11820,32.55931854248047,1,0
NM,1987,35,15116,0.03757607936859131,NA,1,0,1,0,12257,32.77510452270508,1,0
NM,1988,35,15283,0.03186547011137009,NA,1,0,1,0,12865,32.950233459472656,1,0
NM,1989,35,15839,0.0339667908847332,NA,1,0,1,0,13619,33.18146896362305,1,0
NM,1990,35,16148,0.030901659280061722,0.5899999737739563,1,0,1,0,14480,33.48713302612305,1,0
NM,1991,35,16773,0.027961604297161102,0.6700000166893005,1,0,1,0,15069,33.59814453125,1,0
NM,1992,35,18452,0.024929547682404518,0.6600000262260437,1,0,1,0,15762,33.74028778076172,1,0
NM,1993,35,18945,0.022750066593289375,0.75,1,0,1,0,16559,33.79537582397461,1,0
NM,1994,35,20480,0.02182617224752903,0.7900000214576721,1,0,1,1,17150,33.95294189453125,1,0
NM,1995,35,21147,0.022934695705771446,0.8600000143051147,1,1,1,1,18029,34.132659912109375,1,0
NM,1996,35,21510,0.022547652944922447,0.8500000238418579,1,1,1,1,18634,34.373046875,1,0
NM,1997,35,21937,0.022063180804252625,0.8700000047683716,1,1,1,1,19298,34.53826141357422,1,0
NV,1983,32,6872,0.0368160642683506,NA,0,0,1,0,13151,33.610511779785156,0,0
NV,1984,32,7332,0.03396071866154671,NA,0,0,1,0,14100,33.935585021972656,0,0
NV,1985,32,7566,0.034232091158628464,NA,0,0,1,0,14920,34.16250228881836,0,0
NV,1986,32,7986,0.029176058247685432,0.20799998939037323,0,0,1,0,15635,34.38750076293945,0,0
NV,1987,32,8396,0.03120533563196659,0.3440000116825104,1,0,1,0,16422,34.550437927246094,0,1
NV,1988,32,8989,0.03181666508316994,0.3140000104904175,1,0,1,0,17688,34.64849090576172,0,1
NV,1989,32,9408,0.032738097012043,NA,1,0,1,0,19084,34.82478713989258,0,1
NV,1990,32,10215,0.03357807174324989,0.3799999952316284,1,0,1,0,20209,34.82133102416992,0,1
NV,1991,32,10510,0.028353948146104813,0.6380000114440918,1,0,1,0,20596,35.12126541137695,0,1
NV,1992,32,10897,0.023309167474508286,0.6330000162124634,1,0,1,0,21730,35.39176559448242,0,1
NV,1993,32,11624,0.022625602781772614,0.6990000009536743,1,0,1,0,22388,35.4687385559082,0,1
NV,1994,32,13019,0.02258238010108471,0.7069999575614929,1,0,1,0,23391,35.54737091064453,0,1
NV,1995,32,13974,0.02239874005317688,0.7099999785423279,1,1,1,0,24541,35.65464401245117,0,1
NV,1996,32,14158,0.024579742923378944,0.7009999752044678,1,1,1,0,25877,35.71118927001953,0,1
NV,1997,32,16309,0.021276595070958138,0.7009999752044678,1,1,1,0,26514,35.72541809082031,0,1
NY,1983,36,83783,0.02479023113846779,NA,0,0,0,0,14038,35.7384147644043,0,0
NY,1984,36,87268,0.02360544539988041,0.1599999964237213,0,0,0,0,15615,35.8126106262207,0,0
NY,1985,36,90518,0.022161338478326797,0.5149999856948853,0,0,1,0,16613,35.88108825683594,1,0
NY,1986,36,94716,0.022393260151147842,0.47999998927116394,0,0,1,0,17709,35.95085144042969,1,0
NY,1987,36,98002,0.023866860195994377,0.6399999856948853,0,0,1,0,18871,36.03765869140625,1,0
NY,1988,36,103692,0.021756740286946297,0.5899999737739563,0,0,1,0,20433,36.07807922363281,1,0
NY,1989,36,106059,0.021308893337845802,0.6000000238418579,0,0,1,0,21820,36.11017990112305,1,0
NY,1990,36,106902,0.020738620311021805,0.6299999952316284,0,0,1,0,23106,36.26568603515625,1,0
NY,1991,36,107661,0.018651137128472328,0.6700000166893005,0,0,1,0,23600,36.23966598510742,1,0
NY,1992,36,109881,0.016517870128154755,0.6899999976158142,0,0,1,0,24801,36.302555084228516,1,0
NY,1993,36,112240,0.015947967767715454,0.7200000286102295,0,0,1,0,25373,36.355712890625,1,0
NY,1994,36,112970,0.01485350076109171,0.7200000286102295,0,0,1,0,26242,36.416011810302734,1,0
NY,1995,36,115091,0.01458845566958189,0.7200000286102295,1,0,1,0,27587,36.525028228759766,1,0
NY,1996,36,118641,0.013418632559478283,0.7400000095367432,1,0,1,0,29015,36.64091491699219,1,0
NY,1997,36,120778,0.013677987270057201,0.7400000095367432,1,0,1,0,30250,36.78651809692383,1,0
OH,1983,39,73214,0.021607888862490654,0.12999999523162842,0,0,0,0,11850,34.55674362182617,0,0
OH,1984,39,74895,0.021977435797452927,0.15000000596046448,0,0,0,0,13077,34.71690368652344,0,0
OH,1985,39,75549,0.021787185221910477,0.1899999976158142,0,0,0,0,13843,34.89363479614258,0,0
OH,1986,39,81348,0.02056596428155899,0.49000000953674316,0,0,0,0,14458,35.07521057128906,0,1
OH,1987,39,79157,0.022385891526937485,0.4099999964237213,1,0,1,0,15156,35.264732360839844,0,1
OH,1988,39,81990,0.021319672465324402,0.38999998569488525,1,0,1,0,16187,35.40692901611328,0,1
OH,1989,39,84418,0.020990783348679543,0.4300000071525574,1,0,1,0,17203,35.524044036865234,0,1
OH,1990,39,86972,0.018833648413419724,0.4650000035762787,1,0,1,0,18116,35.7813835144043,0,1
OH,1991,39,93002,0.017591020092368126,0.5299999713897705,1,0,1,0,18589,35.834556579589844,0,1
OH,1992,39,95221,0.015112212859094143,0.5799999833106995,1,0,1,0,19482,35.96465301513672,0,1
OH,1993,39,96992,0.015238369815051556,0.6169999837875366,1,0,1,0,20228,36.09630584716797,0,1
OH,1994,39,98200,0.013951119966804981,0.6209999918937683,1,0,1,0,21237,36.20414352416992,0,1
OH,1995,39,100788,0.013493670150637627,0.6270000338554382,1,0,1,0,22217,36.35730743408203,0,1
OH,1996,39,103090,0.013493063859641552,0.6240000128746033,1,0,1,0,23054,36.49837875366211,0,1
OH,1997,39,103675,0.013889558613300323,0.6519999504089355,1,0,1,0,24163,36.58474349975586,0,1
OK,1983,40,29565,0.028682563453912735,NA,0,0,1,0,11517,34.350669860839844,0,0
OK,1984,40,30981,0.02572544477880001,NA,0,0,1,0,12378,34.449859619140625,0,0
OK,1985,40,31181,0.023860683664679527,NA,0,0,1,0,12894,34.574363708496094,0,0
OK,1986,40,30833,0.02263808250427246,0.16099999845027924,0,0,1,0,12918,34.766605377197266,0,0
OK,1987,40,31606,0.018888818100094795,0.351500004529953,1,0,1,0,13068,34.9586181640625,0,1
OK,1988,40,32388,0.019698653370141983,0.3199999928474426,1,0,1,0,13833,35.21892547607422,0,1
OK,1989,40,32836,0.019734438508749008,0.3050000071525574,1,0,1,0,14691,35.50052261352539,0,1
OK,1990,40,33081,0.019376682117581367,0.335999995470047,1,0,1,0,15613,35.69559097290039,0,1
OK,1991,40,34240,0.019042056053876877,0.3700000047683716,1,0,1,0,16100,35.74193572998047,0,1
OK,1992,40,35119,0.01745493896305561,0.44200000166893005,1,0,1,0,16832,35.83285140991211,0,1
OK,1993,40,35529,0.018885981291532516,0.4659999907016754,1,0,1,0,17419,35.91765594482422,0,1
