id_,year,getaid,welfare1,wrkstat,age,educ,sex,race,incom16,income,rincome,partyid
340,1986,2. NO,1. STRONGLY AGREE,1. Working full time,.n,.n,1. MALE,1. White,.n,.r,.r,"3. Independent (neither, no response)"
341,1986,2. NO,1. STRONGLY AGREE,6. In school,20,11,2. FEMALE,1. White,2. BELOW AVERAGE,"4. $4,000 to $4,999",4. $4000 TO 4999,"2. Independent, close to democrat"
342,1986,1. YES,3. DISAGREE,1. Working full time,45,12,1. MALE,2. Black,2. BELOW AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,"3. Independent (neither, no response)"
343,1986,2. NO,1. STRONGLY AGREE,2. Working part time,22,12,2. FEMALE,1. White,4. ABOVE AVERAGE,"9. $10,000 to $14,999",7. $7000 TO 7999,6. Strong republican
344,1986,2. NO,2. AGREE,6. In school,20,13,2. FEMALE,1. White,4. ABOVE AVERAGE,"7. $7,000 to $7,999",.i,1. Not very strong democrat
345,1986,2. NO,1. STRONGLY AGREE,1. Working full time,22,15,2. FEMALE,1. White,4. ABOVE AVERAGE,"5. $5,000 to $5,999",4. $4000 TO 4999,5. Not very strong republican
346,1986,2. NO,2. AGREE,1. Working full time,25,14,1. MALE,1. White,4. ABOVE AVERAGE,"7. $7,000 to $7,999",7. $7000 TO 7999,1. Not very strong democrat
347,1986,2. NO,1. STRONGLY AGREE,5. Retired,82,7,2. FEMALE,1. White,2. BELOW AVERAGE,"7. $7,000 to $7,999",.i,"4. Independent, close to republican"
348,1986,2. NO,1. STRONGLY AGREE,1. Working full time,29,12,1. MALE,1. White,3. AVERAGE,"8. $8,000 to $9,999",4. $4000 TO 4999,"3. Independent (neither, no response)"
349,1986,2. NO,2. AGREE,7. Keeping house,43,12,2. FEMALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",.i,1. Not very strong democrat
350,1986,2. NO,2. AGREE,1. Working full time,41,12,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,5. Not very strong republican
351,1986,2. NO,2. AGREE,1. Working full time,33,14,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",10. $15000 - 19999,5. Not very strong republican
352,1986,2. NO,3. DISAGREE,2. Working part time,28,12,2. FEMALE,2. Black,4. ABOVE AVERAGE,"10. $15,000 to $19,999",3. $3000 TO 3999,1. Not very strong democrat
353,1986,2. NO,2. AGREE,5. Retired,72,12,1. MALE,1. White,3. AVERAGE,.r,.i,0. Strong democrat
354,1986,1. YES,2. AGREE,2. Working part time,33,13,2. FEMALE,2. Black,2. BELOW AVERAGE,"11. $20,000 to $24,999",8. $8000 TO 9999,0. Strong democrat
355,1986,2. NO,2. AGREE,5. Retired,74,12,2. FEMALE,1. White,3. AVERAGE,.r,.i,0. Strong democrat
356,1986,2. NO,4. STRONGLY DISAGREE,1. Working full time,45,16,1. MALE,1. White,2. BELOW AVERAGE,"7. $7,000 to $7,999",3. $3000 TO 3999,"2. Independent, close to democrat"
357,1986,2. NO,2. AGREE,1. Working full time,25,17,2. FEMALE,2. Black,3. AVERAGE,"9. $10,000 to $14,999",9. $10000 - 14999,1. Not very strong democrat
358,1986,2. NO,2. AGREE,2. Working part time,25,17,1. MALE,1. White,4. ABOVE AVERAGE,"3. $3,000 to $3,999",3. $3000 TO 3999,5. Not very strong republican
359,1986,2. NO,2. AGREE,6. In school,28,18,1. MALE,1. White,3. AVERAGE,.n,.i,"4. Independent, close to republican"
360,1986,2. NO,2. AGREE,1. Working full time,35,12,2. FEMALE,1. White,3. AVERAGE,.r,.r,0. Strong democrat
361,1986,2. NO,2. AGREE,1. Working full time,34,12,1. MALE,2. Black,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,0. Strong democrat
362,1986,2. NO,2. AGREE,1. Working full time,23,12,1. MALE,2. Black,2. BELOW AVERAGE,.d,9. $10000 - 14999,"3. Independent (neither, no response)"
363,1986,2. NO,2. AGREE,2. Working part time,30,12,2. FEMALE,2. Black,3. AVERAGE,"9. $10,000 to $14,999",2. $1000 TO 2999,"4. Independent, close to republican"
364,1986,1. YES,2. AGREE,1. Working full time,27,12,2. FEMALE,1. White,2. BELOW AVERAGE,"10. $15,000 to $19,999",9. $10000 - 14999,"2. Independent, close to democrat"
365,1986,1. YES,2. AGREE,2. Working part time,20,12,2. FEMALE,2. Black,3. AVERAGE,"2. $1,000 to $2,999",.i,"4. Independent, close to republican"
366,1986,1. YES,1. STRONGLY AGREE,2. Working part time,31,13,2. FEMALE,2. Black,3. AVERAGE,"7. $7,000 to $7,999",5. $5000 TO 5999,0. Strong democrat
367,1986,1. YES,3. DISAGREE,6. In school,35,12,2. FEMALE,2. Black,2. BELOW AVERAGE,"3. $3,000 to $3,999",.i,0. Strong democrat
368,1986,1. YES,3. DISAGREE,7. Keeping house,29,12,2. FEMALE,2. Black,2. BELOW AVERAGE,"8. $8,000 to $9,999",1. LT $1000,"2. Independent, close to democrat"
369,1986,1. YES,2. AGREE,7. Keeping house,50,10,2. FEMALE,2. Black,2. BELOW AVERAGE,.d,.i,0. Strong democrat
370,1986,1. YES,3. DISAGREE,8. Other,62,16,1. MALE,1. White,4. ABOVE AVERAGE,"9. $10,000 to $14,999",.i,5. Not very strong republican
371,1986,1. YES,3. DISAGREE,2. Working part time,25,12,2. FEMALE,2. Black,2. BELOW AVERAGE,"1. Under $1,000",1. LT $1000,"4. Independent, close to republican"
372,1986,1. YES,3. DISAGREE,7. Keeping house,31,10,2. FEMALE,2. Black,2. BELOW AVERAGE,"1. Under $1,000",.i,0. Strong democrat
373,1986,2. NO,2. AGREE,1. Working full time,44,20,1. MALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",9. $10000 - 14999,1. Not very strong democrat
374,1986,2. NO,.d,7. Keeping house,31,11,2. FEMALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",.i,0. Strong democrat
375,1986,2. NO,2. AGREE,2. Working part time,20,12,1. MALE,1. White,3. AVERAGE,.d,1. LT $1000,"3. Independent (neither, no response)"
376,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,60,12,2. FEMALE,1. White,3. AVERAGE,"8. $8,000 to $9,999",.i,0. Strong democrat
377,1986,2. NO,2. AGREE,7. Keeping house,67,12,2. FEMALE,1. White,3. AVERAGE,.r,.i,6. Strong republican
378,1986,2. NO,2. AGREE,1. Working full time,38,12,1. MALE,1. White,4. ABOVE AVERAGE,"11. $20,000 to $24,999",11. $20000 - 24999,"4. Independent, close to republican"
379,1986,2. NO,3. DISAGREE,1. Working full time,50,12,2. FEMALE,1. White,2. BELOW AVERAGE,"9. $10,000 to $14,999",9. $10000 - 14999,"3. Independent (neither, no response)"
380,1986,2. NO,2. AGREE,6. In school,19,12,1. MALE,1. White,4. ABOVE AVERAGE,"10. $15,000 to $19,999",.i,1. Not very strong democrat
381,1986,2. NO,2. AGREE,1. Working full time,60,8,1. MALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",10. $15000 - 19999,5. Not very strong republican
382,1986,2. NO,2. AGREE,1. Working full time,23,16,2. FEMALE,1. White,3. AVERAGE,"8. $8,000 to $9,999",3. $3000 TO 3999,"3. Independent (neither, no response)"
383,1986,2. NO,2. AGREE,1. Working full time,31,16,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,6. Strong republican
384,1986,1. YES,4. STRONGLY DISAGREE,7. Keeping house,25,12,2. FEMALE,1. White,4. ABOVE AVERAGE,"6. $6,000 to $6,999",.i,0. Strong democrat
385,1986,2. NO,4. STRONGLY DISAGREE,1. Working full time,27,15,2. FEMALE,3. Other,3. AVERAGE,"12. $25,000 or more",.i,5. Not very strong republican
386,1986,2. NO,1. STRONGLY AGREE,1. Working full time,35,12,1. MALE,1. White,2. BELOW AVERAGE,"11. $20,000 to $24,999",11. $20000 - 24999,"3. Independent (neither, no response)"
387,1986,2. NO,2. AGREE,7. Keeping house,56,12,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"12. $25,000 or more",.i,0. Strong democrat
388,1986,2. NO,1. STRONGLY AGREE,1. Working full time,41,12,1. MALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",11. $20000 - 24999,1. Not very strong democrat
389,1986,2. NO,2. AGREE,7. Keeping house,36,16,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,6. Strong republican
390,1986,2. NO,1. STRONGLY AGREE,5. Retired,59,12,2. FEMALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",7. $7000 TO 7999,0. Strong democrat
391,1986,2. NO,2. AGREE,1. Working full time,41,11,2. FEMALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",11. $20000 - 24999,"4. Independent, close to republican"
392,1986,2. NO,1. STRONGLY AGREE,2. Working part time,72,12,1. MALE,1. White,1. FAR BELOW AVERAGE,"10. $15,000 to $19,999",5. $5000 TO 5999,1. Not very strong democrat
393,1986,2. NO,1. STRONGLY AGREE,5. Retired,68,14,2. FEMALE,1. White,4. ABOVE AVERAGE,"10. $15,000 to $19,999",.i,0. Strong democrat
394,1986,2. NO,1. STRONGLY AGREE,5. Retired,71,7,1. MALE,1. White,1. FAR BELOW AVERAGE,"12. $25,000 or more",.i,7. Other party
395,1986,2. NO,3. DISAGREE,1. Working full time,32,12,1. MALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,1. Not very strong democrat
396,1986,2. NO,3. DISAGREE,1. Working full time,39,16,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",10. $15000 - 19999,5. Not very strong republican
397,1986,2. NO,3. DISAGREE,7. Keeping house,64,4,2. FEMALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",.i,1. Not very strong democrat
398,1986,2. NO,1. STRONGLY AGREE,1. Working full time,36,14,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,5. Not very strong republican
399,1986,2. NO,2. AGREE,5. Retired,64,12,2. FEMALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",.i,1. Not very strong democrat
400,1986,2. NO,1. STRONGLY AGREE,2. Working part time,66,10,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",5. $5000 TO 5999,"2. Independent, close to democrat"
401,1986,2. NO,2. AGREE,5. Retired,67,12,2. FEMALE,1. White,2. BELOW AVERAGE,"7. $7,000 to $7,999",.i,5. Not very strong republican
402,1986,1. YES,1. STRONGLY AGREE,"3. With a job, but not at work because of temporary illness, vacation, strike",45,9,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"10. $15,000 to $19,999",9. $10000 - 14999,7. Other party
403,1986,1. YES,1. STRONGLY AGREE,8. Other,56,6,1. MALE,1. White,2. BELOW AVERAGE,"3. $3,000 to $3,999",3. $3000 TO 3999,5. Not very strong republican
404,1986,2. NO,2. AGREE,1. Working full time,42,13,1. MALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"2. Independent, close to democrat"
405,1986,2. NO,2. AGREE,1. Working full time,73,14,1. MALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"2. Independent, close to democrat"
406,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,74,12,2. FEMALE,1. White,3. AVERAGE,.r,.i,5. Not very strong republican
407,1986,1. YES,1. STRONGLY AGREE,2. Working part time,27,16,2. FEMALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",2. $1000 TO 2999,1. Not very strong democrat
408,1986,2. NO,2. AGREE,7. Keeping house,24,10,1. MALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",.i,"4. Independent, close to republican"
409,1986,2. NO,2. AGREE,5. Retired,77,8,2. FEMALE,1. White,2. BELOW AVERAGE,.r,.i,0. Strong democrat
410,1986,2. NO,2. AGREE,7. Keeping house,61,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",11. $20000 - 24999,0. Strong democrat
411,1986,2. NO,1. STRONGLY AGREE,1. Working full time,37,16,1. MALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",11. $20000 - 24999,0. Strong democrat
412,1986,2. NO,1. STRONGLY AGREE,1. Working full time,51,12,2. FEMALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",9. $10000 - 14999,"2. Independent, close to democrat"
413,1986,2. NO,2. AGREE,1. Working full time,26,16,2. FEMALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",8. $8000 TO 9999,"4. Independent, close to republican"
414,1986,2. NO,1. STRONGLY AGREE,1. Working full time,20,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",7. $7000 TO 7999,1. Not very strong democrat
415,1986,2. NO,2. AGREE,1. Working full time,29,12,1. MALE,1. White,5. FAR ABOVE AVERAGE,"10. $15,000 to $19,999",5. $5000 TO 5999,1. Not very strong democrat
416,1986,2. NO,1. STRONGLY AGREE,1. Working full time,25,16,1. MALE,1. White,1. FAR BELOW AVERAGE,"11. $20,000 to $24,999",.i,"4. Independent, close to republican"
417,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,71,8,2. FEMALE,1. White,2. BELOW AVERAGE,"3. $3,000 to $3,999",.i,0. Strong democrat
418,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,78,8,2. FEMALE,1. White,3. AVERAGE,"4. $4,000 to $4,999",.i,0. Strong democrat
419,1986,2. NO,2. AGREE,2. Working part time,20,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",1. LT $1000,7. Other party
420,1986,2. NO,4. STRONGLY DISAGREE,2. Working part time,30,12,2. FEMALE,1. White,4. ABOVE AVERAGE,"11. $20,000 to $24,999",8. $8000 TO 9999,"2. Independent, close to democrat"
421,1986,2. NO,2. AGREE,1. Working full time,28,13,1. MALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,1. Not very strong democrat
422,1986,2. NO,3. DISAGREE,7. Keeping house,57,12,2. FEMALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",.i,0. Strong democrat
423,1986,2. NO,1. STRONGLY AGREE,5. Retired,66,8,1. MALE,1. White,3. AVERAGE,"8. $8,000 to $9,999",.i,5. Not very strong republican
424,1986,2. NO,1. STRONGLY AGREE,1. Working full time,32,12,2. FEMALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",8. $8000 TO 9999,1. Not very strong democrat
425,1986,2. NO,1. STRONGLY AGREE,1. Working full time,49,11,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",6. $6000 TO 6999,0. Strong democrat
426,1986,2. NO,2. AGREE,2. Working part time,50,18,1. MALE,1. White,5. FAR ABOVE AVERAGE,"3. $3,000 to $3,999",3. $3000 TO 3999,7. Other party
427,1986,1. YES,3. DISAGREE,6. In school,23,12,2. FEMALE,2. Black,3. AVERAGE,"10. $15,000 to $19,999",.i,6. Strong republican
428,1986,2. NO,1. STRONGLY AGREE,2. Working part time,66,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",6. $6000 TO 6999,"2. Independent, close to democrat"
429,1986,2. NO,2. AGREE,1. Working full time,32,16,2. FEMALE,1. White,4. ABOVE AVERAGE,"10. $15,000 to $19,999",9. $10000 - 14999,"2. Independent, close to democrat"
430,1986,2. NO,4. STRONGLY DISAGREE,1. Working full time,48,17,2. FEMALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",11. $20000 - 24999,"2. Independent, close to democrat"
431,1986,2. NO,2. AGREE,1. Working full time,39,14,2. FEMALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",10. $15000 - 19999,"2. Independent, close to democrat"
432,1986,1. YES,3. DISAGREE,2. Working part time,56,16,2. FEMALE,1. White,5. FAR ABOVE AVERAGE,"9. $10,000 to $14,999",8. $8000 TO 9999,"4. Independent, close to republican"
433,1986,2. NO,2. AGREE,1. Working full time,31,14,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",10. $15000 - 19999,"4. Independent, close to republican"
434,1986,2. NO,2. AGREE,1. Working full time,55,14,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"3. Independent (neither, no response)"
435,1986,2. NO,1. STRONGLY AGREE,5. Retired,84,8,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"5. $5,000 to $5,999",.i,0. Strong democrat
436,1986,2. NO,3. DISAGREE,1. Working full time,40,14,1. MALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",11. $20000 - 24999,0. Strong democrat
437,1986,2. NO,1. STRONGLY AGREE,1. Working full time,49,4,1. MALE,1. White,.n,"12. $25,000 or more",11. $20000 - 24999,0. Strong democrat
438,1986,2. NO,1. STRONGLY AGREE,1. Working full time,41,19,1. MALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,6. Strong republican
439,1986,2. NO,2. AGREE,1. Working full time,62,11,2. FEMALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",9. $10000 - 14999,"3. Independent (neither, no response)"
440,1986,2. NO,1. STRONGLY AGREE,5. Retired,69,8,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"12. $25,000 or more",.i,"2. Independent, close to democrat"
441,1986,2. NO,1. STRONGLY AGREE,1. Working full time,61,20,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"4. Independent, close to republican"
442,1986,2. NO,3. DISAGREE,7. Keeping house,59,9,2. FEMALE,2. Black,3. AVERAGE,"3. $3,000 to $3,999",.i,1. Not very strong democrat
443,1986,2. NO,3. DISAGREE,"3. With a job, but not at work because of temporary illness, vacation, strike",55,9,1. MALE,2. Black,1. FAR BELOW AVERAGE,"8. $8,000 to $9,999",.i,0. Strong democrat
444,1986,1. YES,2. AGREE,7. Keeping house,49,12,2. FEMALE,1. White,3. AVERAGE,"3. $3,000 to $3,999",.i,"2. Independent, close to democrat"
445,1986,1. YES,3. DISAGREE,1. Working full time,36,12,1. MALE,2. Black,3. AVERAGE,"10. $15,000 to $19,999",.i,"3. Independent (neither, no response)"
446,1986,1. YES,3. DISAGREE,"4. Unemployed, laid off, looking for work",58,7,1. MALE,1. White,3. AVERAGE,"6. $6,000 to $6,999",.i,0. Strong democrat
447,1986,2. NO,2. AGREE,7. Keeping house,72,12,2. FEMALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",.i,5. Not very strong republican
448,1986,2. NO,2. AGREE,2. Working part time,22,15,2. FEMALE,1. White,4. ABOVE AVERAGE,"3. $3,000 to $3,999",3. $3000 TO 3999,1. Not very strong democrat
449,1986,2. NO,1. STRONGLY AGREE,1. Working full time,54,10,2. FEMALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",9. $10000 - 14999,1. Not very strong democrat
450,1986,2. NO,2. AGREE,7. Keeping house,33,16,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,"2. Independent, close to democrat"
451,1986,1. YES,3. DISAGREE,1. Working full time,60,19,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,5. Not very strong republican
452,1986,2. NO,2. AGREE,2. Working part time,43,16,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"3. Independent (neither, no response)"
453,1986,2. NO,2. AGREE,5. Retired,79,6,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"6. $6,000 to $6,999",1. LT $1000,5. Not very strong republican
454,1986,2. NO,2. AGREE,7. Keeping house,35,18,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",1. LT $1000,"4. Independent, close to republican"
455,1986,2. NO,1. STRONGLY AGREE,"3. With a job, but not at work because of temporary illness, vacation, strike",33,14,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"9. $10,000 to $14,999",4. $4000 TO 4999,"3. Independent (neither, no response)"
456,1986,2. NO,2. AGREE,1. Working full time,44,14,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",11. $20000 - 24999,1. Not very strong democrat
457,1986,2. NO,3. DISAGREE,"4. Unemployed, laid off, looking for work",61,9,1. MALE,1. White,3. AVERAGE,"8. $8,000 to $9,999",6. $6000 TO 6999,6. Strong republican
458,1986,2. NO,3. DISAGREE,"4. Unemployed, laid off, looking for work",31,14,1. MALE,1. White,3. AVERAGE,"8. $8,000 to $9,999",8. $8000 TO 9999,1. Not very strong democrat
459,1986,2. NO,3. DISAGREE,2. Working part time,37,13,2. FEMALE,2. Black,2. BELOW AVERAGE,"12. $25,000 or more",10. $15000 - 19999,1. Not very strong democrat
460,1986,2. NO,2. AGREE,1. Working full time,28,14,1. MALE,2. Black,4. ABOVE AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"2. Independent, close to democrat"
461,1986,2. NO,2. AGREE,"3. With a job, but not at work because of temporary illness, vacation, strike",26,12,1. MALE,1. White,3. AVERAGE,"9. $10,000 to $14,999",3. $3000 TO 3999,5. Not very strong republican
462,1986,2. NO,2. AGREE,1. Working full time,59,15,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",11. $20000 - 24999,"2. Independent, close to democrat"
463,1986,2. NO,1. STRONGLY AGREE,5. Retired,68,16,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,5. Not very strong republican
464,1986,2. NO,2. AGREE,"4. Unemployed, laid off, looking for work",25,16,1. MALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",11. $20000 - 24999,6. Strong republican
465,1986,2. NO,2. AGREE,1. Working full time,72,20,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"2. Independent, close to democrat"
466,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,49,14,2. FEMALE,1. White,5. FAR ABOVE AVERAGE,"12. $25,000 or more",.i,5. Not very strong republican
467,1986,2. NO,1. STRONGLY AGREE,7. Keeping house,55,10,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",.i,1. Not very strong democrat
468,1986,2. NO,3. DISAGREE,7. Keeping house,38,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,"4. Independent, close to republican"
469,1986,2. NO,2. AGREE,1. Working full time,46,13,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"4. Independent, close to republican"
470,1986,2. NO,2. AGREE,1. Working full time,31,12,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,1. Not very strong democrat
471,1986,2. NO,3. DISAGREE,1. Working full time,70,14,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",11. $20000 - 24999,"4. Independent, close to republican"
472,1986,2. NO,1. STRONGLY AGREE,5. Retired,61,15,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"4. Independent, close to republican"
473,1986,2. NO,2. AGREE,1. Working full time,24,12,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",9. $10000 - 14999,1. Not very strong democrat
474,1986,2. NO,1. STRONGLY AGREE,1. Working full time,23,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",7. $7000 TO 7999,"3. Independent (neither, no response)"
475,1986,2. NO,2. AGREE,1. Working full time,28,11,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",8. $8000 TO 9999,"4. Independent, close to republican"
476,1986,2. NO,2. AGREE,1. Working full time,55,12,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",10. $15000 - 19999,"2. Independent, close to democrat"
477,1986,1. YES,1. STRONGLY AGREE,1. Working full time,43,11,2. FEMALE,1. White,1. FAR BELOW AVERAGE,"12. $25,000 or more",9. $10000 - 14999,6. Strong republican
478,1986,2. NO,3. DISAGREE,"3. With a job, but not at work because of temporary illness, vacation, strike",27,16,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",9. $10000 - 14999,"4. Independent, close to republican"
479,1986,2. NO,2. AGREE,1. Working full time,34,15,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"2. Independent, close to democrat"
480,1986,2. NO,1. STRONGLY AGREE,1. Working full time,44,13,1. MALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,6. Strong republican
481,1986,2. NO,2. AGREE,7. Keeping house,34,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,"2. Independent, close to democrat"
482,1986,2. NO,2. AGREE,1. Working full time,40,16,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"4. Independent, close to republican"
483,1986,2. NO,1. STRONGLY AGREE,2. Working part time,44,13,2. FEMALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",5. $5000 TO 5999,1. Not very strong democrat
484,1986,2. NO,2. AGREE,5. Retired,68,12,1. MALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",.i,1. Not very strong democrat
485,1986,2. NO,2. AGREE,1. Working full time,32,16,1. MALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,1. Not very strong democrat
486,1986,2. NO,2. AGREE,1. Working full time,35,16,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,5. Not very strong republican
487,1986,2. NO,3. DISAGREE,2. Working part time,59,14,2. FEMALE,1. White,3. AVERAGE,"10. $15,000 to $19,999",4. $4000 TO 4999,1. Not very strong democrat
488,1986,2. NO,.d,7. Keeping house,39,16,2. FEMALE,3. Other,4. ABOVE AVERAGE,"12. $25,000 or more",.i,1. Not very strong democrat
489,1986,1. YES,2. AGREE,1. Working full time,37,11,1. MALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,"3. Independent (neither, no response)"
490,1986,2. NO,1. STRONGLY AGREE,1. Working full time,29,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",2. $1000 TO 2999,0. Strong democrat
491,1986,2. NO,1. STRONGLY AGREE,5. Retired,65,12,1. MALE,1. White,2. BELOW AVERAGE,"9. $10,000 to $14,999",.i,0. Strong democrat
492,1986,2. NO,2. AGREE,7. Keeping house,41,16,2. FEMALE,3. Other,3. AVERAGE,.d,.i,"3. Independent (neither, no response)"
493,1986,.n,1. STRONGLY AGREE,1. Working full time,43,13,1. MALE,1. White,2. BELOW AVERAGE,"11. $20,000 to $24,999",9. $10000 - 14999,1. Not very strong democrat
494,1986,2. NO,2. AGREE,7. Keeping house,48,11,2. FEMALE,1. White,3. AVERAGE,"11. $20,000 to $24,999",.i,"2. Independent, close to democrat"
495,1986,2. NO,2. AGREE,1. Working full time,30,14,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",12. $25000 OR MORE,0. Strong democrat
496,1986,2. NO,1. STRONGLY AGREE,1. Working full time,37,12,1. MALE,1. White,2. BELOW AVERAGE,"12. $25,000 or more",11. $20000 - 24999,"3. Independent (neither, no response)"
497,1986,.n,1. STRONGLY AGREE,7. Keeping house,34,12,2. FEMALE,1. White,4. ABOVE AVERAGE,"11. $20,000 to $24,999",.i,"3. Independent (neither, no response)"
498,1986,2. NO,2. AGREE,"3. With a job, but not at work because of temporary illness, vacation, strike",51,16,2. FEMALE,1. White,4. ABOVE AVERAGE,"12. $25,000 or more",9. $10000 - 14999,1. Not very strong democrat
499,1986,2. NO,2. AGREE,7. Keeping house,82,12,2. FEMALE,1. White,3. AVERAGE,.d,.i,5. Not very strong republican
500,1986,1. YES,2. AGREE,7. Keeping house,43,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,6. Strong republican
501,1986,2. NO,2. AGREE,7. Keeping house,54,10,2. FEMALE,1. White,3. AVERAGE,"6. $6,000 to $6,999",.i,1. Not very strong democrat
502,1986,2. NO,2. AGREE,5. Retired,76,12,2. FEMALE,1. White,3. AVERAGE,"12. $25,000 or more",.i,"3. Independent (neither, no response)"
