state,year,spircons,unrate,perinc,emppop,beertax,sobapt,mormon,mlda,dry,yngdrv,vmiles,breath,jaild,comserd,allmort,mrall,allnite,mralln,allsvn,a1517,mra1517,a1517n,mra1517n,a1820,a1820n,mra1820,mra1820n,a2124,mra2124,a2124n,mra2124n,aidall,mraidall,pop,pop1517,pop1820,pop2124,miles,unus,epopus,gspch,mrall_10k,mralln_10k,mra1517_10k,mra1517n_10k,mra1820_10k,mra1820n_10k,mra2124_10k,mra2124n_10k,mraidall_10k
19,1983,1.2300000190734863,8.100000381469727,12573.39453125,60.44465255737305,0.3612385392189026,0.5039700269699097,0.3434000015258789,19,0,0.20432299375534058,6770.3076171875,1,0,0,514,1.7699699674267322e-4,123,4.235540109220892e-5,72,42,3.043480101041496e-4,10,7.246399763971567e-5,77,36,4.955153563059866e-4,2.3166951723396778e-4,75,3.53773997630924e-4,32,1.5094300033524632e-4,211.55999755859375,7.285000174306333e-5,2904004,137999.921875,155393.765625,211999.75,19661,9.600000381469727,57.900001525878906,-0.05117135867476463,1.7699699674267322,0.4235540109220892,3.043480101041496,0.7246399763971567,4.955153563059866,2.316695172339678,3.53773997630924,1.5094300033524632,0.7285000174306333
19,1984,1.159999966621399,7,13203.296875,60.74073791503906,0.3461538553237915,0.5443199872970581,0.35920000076293945,19,0,0.19304600358009338,7060.63037109375,1,0,0,420,1.44677993375808e-4,100,3.4447100915713236e-5,61,32,2.4060200667008758e-4,7,5.2632000006269664e-5,62,29,4.092434828635305e-4,1.9142034579999745e-4,56,2.705309889279306e-4,22,1.0628000018186867e-4,168.69000244140625,5.811099981656298e-5,2902998.5,132999.71875,151499.046875,207000.3125,20497,7.5,59.500003814697266,0.06784503161907196,1.44677993375808,0.34447100915713236,2.4060200667008758,0.5263200000626966,4.092434828635305,1.9142034579999745,2.705309889279306,1.0628000018186867,0.5811099981656298
19,1985,1.100000023841858,8,13351.6953125,60.493255615234375,0.3336864411830902,0.5878999829292297,0.375793993473053,19,0,0.18423600494861603,7001.03759765625,1,0,0,474,1.643550058361143e-4,85,2.9472999813151546e-5,62,37,2.8682200354523957e-4,6,4.651199924410321e-5,71,21,4.806978104170412e-4,1.4217822172213346e-4,76,3.838379925582558e-4,25,1.2626299576368183e-4,182.75100708007812,6.336699880193919e-5,2884001,128999.8671875,147701.9375,198000.203125,20191,7.199999809265137,60.10000228881836,-0.01988348178565502,1.6435500583611429,0.29472999813151546,2.8682200354523957,0.4651199924410321,4.806978104170412,1.4217822172213346,3.838379925582558,1.2626299576368183,0.6336699880193919
19,1986,0.9800000190734863,7,13812.177734375,62.52336502075195,0.3831269443035126,0.6349999904632568,0.393110990524292,20,0,0.1782670021057129,7192.990234375,1,0,0,441,1.547370047774166e-4,93,3.263160033384338e-5,62,49,3.7121199420653284e-4,5,3.7878999137319624e-5,65,25,4.513888852670789e-4,1.7361111531499773e-4,51,2.8813601238653064e-4,13,7.344599725911394e-5,146.97900390625,5.1571998483268544e-5,2849997,132000.046875,144000,176999.75,20500,7,60.70000076293945,0.01437152735888958,1.5473700477741659,0.3263160033384338,3.7121199420653284,0.37878999137319624,4.513888852670789,1.7361111531499773,2.8813601238653064,0.7344599725911394,0.5157199848326854
19,1987,1.0399999618530273,5.5,14284,64.03180694580078,0.42750000953674316,0.6858000159263611,0.4112269878387451,21,0,0.17257000505924225,7342.25732421875,1,0,0,491,1.7325300723314285e-4,91,3.211009970982559e-5,61,42,3.2812499557621777e-4,6,4.6875000407453626e-5,55,16,3.9855000795796514e-4,1.1594199895625934e-4,56,3.29411996062845e-4,13,7.647099846508354e-5,186.08999633789062,6.566299998667091e-5,2834005.75,128000,138000.25,169999.875,20808,6.199999809265137,61.5,-0.012807498686015606,1.7325300723314285,0.3211009970982559,3.2812499557621777,0.46875000407453626,3.9855000795796514,1.1594199895625934,3.29411996062845,0.7647099846508354,0.6566299998667091
19,1988,0.9599999785423279,4.5,14111.6455078125,66.68217468261719,0.48492687940597534,0.7407000064849854,0.4301770031452179,21,0,0.15633000433444977,7730.0634765625,1,0,0,557,1.9654199422802776e-4,106,3.740299871424213e-5,65,40,3.3333300962112844e-4,8,6.666700210189447e-5,63,22,5.000000237487257e-4,1.7460300296079367e-4,73,4.195400106254965e-4,22,1.264369930140674e-4,182.05099487304688,6.423799641197547e-5,2834000,120000.1171875,125999.9921875,174000.09375,21907,5.5,62.30000305175781,0.02494143135845661,1.9654199422802776,0.3740299871424213,3.3333300962112844,0.6666700210189447,5.0000002374872565,1.7460300296079367,4.195400106254965,1.2643699301406741,0.6423799641197547
20,1982,1.2899999618530273,6.300000190734863,14094.2724609375,62.73291778564453,0.4840095639228821,3.1965999603271484,0.42640700936317444,21,0,0.2131049931049347,7333.0693359375,0,1,1,498,2.068110043182969e-4,88,3.6544901377055794e-5,55,30,2.702699857763946e-4,7,6.306300201686099e-5,56,18,4.158784286119044e-4,1.3367520296014845e-4,77,4.1621600394137204e-4,24,1.2973000411875546e-4,288.30499267578125,1.19727999845054e-4,2407995.75,111000.1171875,134654.734375,185000.09375,17658,9.699999809265137,57.79999923706055,-0.015405605547130108,2.068110043182969,0.36544901377055794,2.702699857763946,0.6306300201686099,4.158784286119044,1.3367520296014845,4.16216003941372,1.2973000411875546,1.19727999845054
20,1983,1.2300000190734863,6.099999904632568,13917.431640625,62.443946838378906,0.46513763070106506,3.2460999488830566,0.4402570128440857,21,0,0.20455299317836761,7479.61083984375,0,1,1,411,1.6934500308707356e-4,76,3.131440098513849e-5,45,30,2.830190060194582e-4,3,2.830199991876725e-5,59,28,4.491028666961938e-4,2.1313356410246342e-4,64,3.5164799191989005e-4,16,8.791199797997251e-5,185.4290008544922,7.640200055902824e-5,2426998,105999.9453125,131373.015625,182000.1875,18153,9.600000381469727,57.900001525878906,0.009482613764703274,1.6934500308707356,0.3131440098513849,2.8301900601945817,0.2830199991876725,4.491028666961938,2.1313356410246342,3.5164799191989005,0.8791199797997251,0.7640200055902824
20,1984,1.2100000381469727,5.199999809265137,14308.791015625,63.119773864746094,0.4457142949104309,3.296299934387207,0.45455700159072876,21,0,0.19503499567508698,7670.8876953125,0,1,1,510,2.0901599782519042e-4,96,3.934430060326122e-5,62,32,3.1372500234283507e-4,6,5.882400000700727e-5,60,22,4.6812358777970076e-4,1.7164531163871288e-4,68,3.8418101030401886e-4,20,1.1299399920972064e-4,208.66900634765625,8.551999781047925e-5,2440004.5,102000.15625,128171.28125,176999.90625,18717,7.5,59.500003814697266,0.05495385825634003,2.0901599782519042,0.3934430060326122,3.1372500234283507,0.5882400000700727,4.681235877797008,1.7164531163871288,3.8418101030401886,1.1299399920972064,0.8551999781047925
20,1985,1.2200000286102295,5,14631.35546875,65.55184173583984,0.4296610355377197,3.3473000526428223,0.46932101249694824,21,0,0.19018100202083588,7867.33349609375,0,1,1,486,1.9836699357256293e-4,89,3.632649895735085e-5,47,29,2.871289907488972e-4,3,2.9703000109293498e-5,61,20,4.878143372479826e-4,1.5993912529665977e-4,67,3.9644999196752906e-4,27,1.5976300346665084e-4,231.75,9.45919964578934e-5,2450004.25,100999.8984375,125047.578125,168999.875,19275,7.199999809265137,60.10000228881836,0.010786045342683792,1.9836699357256293,0.3632649895735085,2.871289907488972,0.297030001092935,4.878143372479826,1.5993912529665977,3.9644999196752906,1.5976300346665084,0.945919964578934
20,1986,1.1399999856948853,5.400000095367432,14977.2958984375,64.40771484375,0.41857585310935974,3.3991000652313232,0.48456498980522156,21,0,0.1835090070962906,8100.05322265625,1,1,1,500,2.0333500287961215e-4,110,4.4733598770108074e-5,56,38,3.551399859134108e-4,7,6.542100163642317e-5,63,30,5.163934547454119e-4,2.4590163957327604e-4,59,3.782050043810159e-4,17,1.0897400352405384e-4,216.01400756835937,8.784599776845425e-5,2458996.25,107000.0625,122000,156000.046875,19918,7,60.70000076293945,0.025077631697058678,2.0333500287961215,0.44733598770108074,3.551399859134108,0.6542100163642317,5.163934547454119,2.4590163957327604,3.782050043810159,1.0897400352405384,0.8784599776845425
20,1987,1.0800000429153442,4.900000095367432,15152,65.77510833740234,0.40560001134872437,3.4516000747680664,0.5003049969673157,21,0,0.1793850064277649,8304.130859375,1,1,1,491,1.9830399833153933e-4,112,4.523419920587912e-5,72,37,3.5238100099377334e-4,10,9.523799963062629e-5,62,24,5.254200077615678e-4,2.0338999456726015e-4,66,4.3421098962426186e-4,27,1.7763199866749346e-4,184.43099975585937,7.448699761880562e-5,2475996.5,104999.984375,118000.8359375,151999.84375,20560.998046875,6.199999809265137,61.5,0.002857493469491601,1.9830399833153933,0.4523419920587912,3.5238100099377334,0.9523799963062629,5.254200077615678,2.0338999456726015,4.342109896242619,1.7763199866749346,0.7448699761880562
20,1988,1.0800000429153442,4.800000190734863,15167.46875,66.14301300048828,0.39037537574768066,3.505000114440918,0.5165550112724304,21,0,0.1703750044107437,8481.35546875,1,1,1,483,1.9358699501026422e-4,95,3.807619941653684e-5,63,34,3.3333300962112844e-4,7,6.86269995640032e-5,59,27,5.363600212149322e-4,2.45455012191087e-4,52,3.4210499143227935e-4,14,9.210500138578936e-5,161.53500366210937,6.47429988021031e-5,2495002.25,102000.1015625,110000.7421875,152000.125,21161.001953125,5.5,62.30000305175781,0.020685547962784767,1.9358699501026422,0.3807619941653684,3.3333300962112844,0.686269995640032,5.363600212149322,2.45455012191087,3.4210499143227935,0.9210500138578936,0.647429988021031
21,1982,1.4299999475479126,10.600000381469727,11071.5986328125,55.83982467651367,0.21599045395851135,24.041099548339844,0.30000001192092896,21,39.45330047607422,0.19523599743843079,6937.4658203125,0,0,0,822,2.2252299822866917e-4,159,4.304280082578771e-5,100,67,3.453610115684569e-4,14,7.216499943751842e-5,113,37,5.425279960036278e-4,1.7764189396984875e-4,119,4.2960300925187767e-4,33,1.1913399794138968e-4,279.19500732421875,7.558100332971662e-5,3694000.25,193999.890625,208284.1875,276999.90625,25627,9.699999809265137,57.79999923706055,-0.027683861553668976,2.2252299822866917,0.4304280082578771,3.453610115684569,0.7216499943751842,5.425279960036278,1.7764189396984875,4.296030092518777,1.1913399794138968,0.7558100332971662
21,1983,1.3799999952316284,11.699999809265137,10913.9912109375,55.220584869384766,0.20756879448890686,23.912700653076172,0.30000001192092896,21,39.24079895019531,0.20271499454975128,7194.142578125,0,0,0,778,2.0947800658177584e-4,148,3.984920112998225e-5,95,73,3.903740143869072e-4,14,7.486600225092843e-5,92,35,4.4846811215393245e-4,1.7061286780517548e-4,101,3.6462099524214864e-4,33,1.1913399794138968e-4,262.6080017089844,7.070800347719342e-5,3713993.75,187000.15625,205142.796875,276999.96875,26719,9.600000381469727,57.900001525878906,0.01280268095433712,2.0947800658177584,0.3984920112998225,3.903740143869072,0.7486600225092843,4.4846811215393245,1.7061286780517548,3.6462099524214864,1.1913399794138968,0.7070800347719342
21,1984,1.2999999523162842,9.300000190734863,11441.7578125,56.90223693847656,0.19890108704566956,23.78499984741211,0.30000001192092896,21,40.35409927368164,0.19164100289344788,7513.703125,1,0,0,754,2.026879956247285e-4,126,3.387100150575861e-5,80,55,3.0386701109819114e-4,10,5.524899825104512e-5,87,21,4.305891343392432e-4,0.00010393530828878284,107,3.9051100611686707e-4,25,9.124100324697793e-5,236.6719970703125,6.362100248225033e-5,3720003.25,181000.234375,202048.765625,273999.96875,27951,7.5,59.500003814697266,0.0646127387881279,2.026879956247285,0.33871001505758613,3.0386701109819114,0.5524899825104512,4.305891343392432,1.0393530828878284,3.9051100611686707,0.9124100324697793,0.6362100248225033
21,1985,1.2799999713897705,9.5,11405.720703125,55.89949035644531,0.19173727929592133,23.657899856567383,0.30000001192092896,21,39.103599548339844,0.20264199376106262,7654.33544921875,1,0,0,712,1.910900027723983e-4,117,3.14009994326625e-5,69,61,3.4463300835341215e-4,16,9.039499855134636e-5,84,18,4.2210757965222e-4,9.045162732945755e-5,92,3.420069988351315e-4,30,1.1152400111313909e-4,203.75,5.4683001508237794e-5,3725993,176999.875,199001.40625,269000.34375,28520,7.199999809265137,60.10000228881836,-0.002490190789103508,1.910900027723983,0.314009994326625,3.4463300835341215,0.9039499855134636,4.2210757965222,0.9045162732945755,3.4200699883513153,1.115240011131391,0.5468300150823779
21,1986,1.1699999570846558,9.300000190734863,11602.68359375,55.5797119140625,0.18679049611091614,23.5314998626709,0.30000001192092896,21,45.79209899902344,0.17962999641895294,7859.62060546875,1,0,0,805,2.1604899666272104e-4,142,3.81106001441367e-5,108,58,3.169399860780686e-4,18,9.836100070970133e-5,89,22,4.540816298685968e-4,1.1224489571759477e-4,105,4.2682900675572455e-4,34,1.3821100583299994e-4,244.906005859375,6.572900019818917e-5,3726006.75,182999.9375,196000,246000.15625,29285,7,60.70000076293945,0.010347225703299046,2.1604899666272104,0.38110600144136697,3.169399860780686,0.9836100070970133,4.540816298685968,1.1224489571759477,4.2682900675572455,1.3821100583299994,0.6572900019818917
21,1987,1.159999966621399,8.800000190734863,12008,55.38739013671875,0.1809999942779541,23.405799865722656,0.30000001192092896,21,45.77980041503906,0.17393499612808228,8135.244140625,1,0,0,844,2.264560025651008e-4,121,3.2465799449710175e-5,75,80,4.3715801439248025e-4,10,5.4644999181618914e-5,87,17,4.5312001020647585e-4,8.854200132191181e-5,106,4.416670126374811e-4,25,1.0416699660709128e-4,255.8509979248047,6.864799797767773e-5,3726993.25,183000.1875,192002.109375,239999.8125,30320,6.199999809265137,61.5,0.0472530797123909,2.264560025651008,0.32465799449710175,4.3715801439248025,0.5464499918161891,4.5312001020647585,0.8854200132191181,4.416670126374811,1.0416699660709128,0.6864799797767773
21,1988,1.159999966621399,7.900000095367432,12340.7119140625,56.57941818237305,0.1742059588432312,23.280799865722656,0.30000001192092896,21,45.77980041503906,0.16612200438976288,8482.435546875,1,0,0,838,2.248459932161495e-4,107,2.870940079446882e-5,79,77,4.350279923528433e-4,9,5.0847000238718465e-5,93,20,5.224699852988124e-4,1.1236000136705115e-4,106,4.32653003372252e-4,22,8.97959980648011e-5,224.85000610351562,6.03299995418638e-5,3726995.5,177000.109375,178000.65625,245000.03125,31614,5.5,62.30000305175781,0.03294001519680023,2.248459932161495,0.2870940079446882,4.350279923528433,0.5084700023871846,5.224699852988124,1.1236000136705115,4.32653003372252,0.897959980648011,0.603299995418638
22,1982,1.840000033378601,10.300000190734863,12213.603515625,53.74718475341797,0.8663484454154968,15.265600204467773,0.32828599214553833,18,3.4542999267578125,0.28149598836898804,6137.798828125,1,1,1,1091,2.489160106051713e-4,230,5.247550143394619e-5,120,58,2.4166700313799083e-4,15,6.25000029685907e-5,155,49,6.15860684774816e-4,1.9469144172035158e-4,175,5.072460044175386e-4,50,1.4492799527943134e-4,378.6090087890625,8.638099825475365e-5,4383004.5,239999.671875,251680.296875,345000.25,26902,9.699999809265137,57.79999923706055,-0.04282776266336441,2.4891601060517132,0.5247550143394619,2.4166700313799083,0.6250000296859071,6.15860684774816,1.9469144172035158,5.072460044175386,1.4492799527943134,0.8638099825475365
22,1983,1.7599999904632568,11.800000190734863,11994.265625,53.3670539855957,0.8325688242912292,15.149800300598145,0.3434140086174011,18,3.40910005569458,0.2434989959001541,6208.74169921875,0,1,1,933,2.1008799376431853e-4,168,3.7829300708835945e-5,95,66,2.8085100348107517e-4,13,5.531900023925118e-5,117,31,4.699424607679248e-4,1.2451467046048492e-4,142,4.139940137974918e-4,37,1.0787200153572485e-4,362.4700012207031,8.161900041159242e-5,4440996.5,235000.046875,248966.65625,343000.125,27573,9.600000381469727,57.900001525878906,-0.061993785202503204,2.1008799376431853,0.37829300708835945,2.8085100348107517,0.5531900023925118,4.699424607679248,1.2451467046048492,4.139940137974918,1.0787200153572485,0.8161900041159242
22,1984,1.7400000095367432,10,12017.58203125,54.882259368896484,0.797802209854126,15.034799575805664,0.35923901200294495,18,3.1830999851226807,0.28162500262260437,7080.9384765625,0,1,1,961,2.1542300237342715e-4,222,4.976459968020208e-5,138,70,3.083700139541179e-4,19,8.369999704882503e-5,119,53,4.8318543122150004e-4,2.1520022710319608e-4,152,4.4970400631427765e-4,48,1.4201199519447982e-4,407.5270080566406,9.135300206253305e-5,4460990.5,227000.015625,246282.265625,338000.09375,31588,7.5,59.500003814697266,0.024397099390625954,2.1542300237342715,0.4976459968020208,3.083700139541179,0.8369999704882503,4.831854312215,2.152002271031961,4.4970400631427765,1.4201199519447982,0.9135300206253305
22,1985,1.600000023841858,11.5,11972.4580078125,54.954673767089844,0.7690678238868713,14.920700073242188,0.375793993473053,18,3.124300003051758,0.2028689980506897,7445.87841796875,0,1,1,931,2.0776600285898894e-4,194,4.329390139901079e-5,113,61,2.760179922915995e-4,8,3.619899871409871e-5,118,46,4.843473434448242e-4,1.8881337018683553e-4,134,4.0606100810691714e-4,42,1.272730005439371e-4,360.64898681640625,8.048400195548311e-5,4481002.5,221000.078125,243626.8125,329999.6875,33365,7.199999809265137,60.10000228881836,-0.027661923319101334,2.0776600285898894,0.4329390139901079,2.760179922915995,0.36198998714098707,4.843473434448242,1.8881337018683553,4.060610081069171,1.2727300054393709,0.8048400195548311
22,1986,1.4500000476837158,13.100000381469727,11602.68359375,53.71233367919922,0.7492260336875916,14.807499885559082,0.393110990524292,18,3.080699920654297,0.19608299434185028,7108.68603515625,0,1,1,932,2.071570052066818e-4,181,4.02311998186633e-5,91,57,2.567569899838418e-4,12,5.4053998610470444e-5,108,32,4.4813277781940997e-4,1.3278008555062115e-4,141,4.65346995042637e-4,34,1.1221099703107029e-4,351.9129943847656,7.822000043233857e-5,4499003,221999.796875,241000,302999.6875,31982,7,60.70000076293945,-0.09048254042863846,2.071570052066818,0.402311998186633,2.5675698998384178,0.5405399861047044,4.4813277781941,1.3278008555062115,4.65346995042637,1.122109970310703,0.7822000043233857
22,1987,1.399999976158142,12,11515,53.64404296875,0.7260000109672546,14.695099830627441,0.4112269878387451,20.5,3.1068999767303467,0.18269599974155426,6859.20751953125,0,1,1,827,1.8538399308454245e-4,174,3.900469891959801e-5,103,58,2.7102799504064023e-4,11,5.1401999371591955e-5,82,24,3.549800021573901e-4,1.0389600356575102e-4,127,4.379310121294111e-4,40,1.379309978801757e-4,303.57501220703125,6.805099837947637e-5,4461011,214000.03125,230998.921875,290000,30599,6.199999809265137,61.5,-0.06095817685127258,1.8538399308454245,0.39004698919598013,2.7102799504064023,0.5140199937159196,3.549800021573901,1.0389600356575102,4.379310121294111,1.379309978801757,0.6805099837947637
22,1988,1.3899999856948853,10.899999618530273,11830.6064453125,53.84858322143555,0.6987488269805908,14.583600044250488,0.4301770031452179,21,3.1068999767303467,0.1706250011920929,7867.97705078125,0,1,1,925,2.0984599541407079e-4,208,4.718689888250083e-5,131,57,2.794119936879724e-4,12,5.882400000700727e-5,108,39,5.167499766685069e-4,1.8660300702322274e-4,110,3.7288101157173514e-4,34,1.1525399895617738e-4,313.572998046875,7.113700121408328e-5,4407994.5,203999.828125,208998.5625,295000.28125,34682,5.5,62.30000305175781,0.02137933298945427,2.098459954140708,0.4718689888250083,2.7941199368797243,0.5882400000700727,5.167499766685069,1.8660300702322274,3.7288101157173514,1.1525399895617738,0.7113700121408328
23,1982,1.9700000286102295,8.600000381469727,11442.720703125,55.99051284790039,0.8054893016815186,0.10000000149011612,0.4000000059604645,20,3.345099925994873,0.18758299946784973,6733.28564453125,0,1,0,166,1.4612700033467263e-4,30,2.6408499252283946e-5,24,11,1.8032800289802253e-4,2,3.278700023656711e-5,26,6,4.1764345951378345e-4,9.637926268624142e-5,19,2.3750000400468707e-4,4,4.999999873689376e-5,75.23999786376953,6.62320016999729e-5,1135998.125,60999.953125,62254.05859375,80000,7649,9.699999809265137,57.79999923706055,0.005875521805137396,1.4612700033467263,0.26408499252283946,1.8032800289802253,0.3278700023656711,4.1764345951378345,0.9637926268624142,2.3750000400468707,0.4999999873689376,0.662320016999729
23,1983,1.9900000095367432,9,11795.87109375,57.259952545166016,0.774082601070404,0.10000000149011612,0.4000000059604645,20,3.406100034713745,0.18396100401878357,6920.51708984375,0,1,0,224,1.956329942913726e-4,44,3.842790101771243e-5,31,22,3.7288101157173514e-4,4,6.779700197512284e-5,30,9,4.8635981511324644e-4,1.4590795035474002e-4,43,5.308639956638217e-4,11,1.3580199447460473e-4,91.595001220703125,7.999600347829983e-5,1145001.125,59000.0546875,61682.7265625,81000.03125,7924,9.600000381469727,57.900001525878906,0.06236035004258156,1.956329942913726,0.3842790101771243,3.7288101157173514,0.6779700197512284,4.863598151132464,1.4590795035474002,5.308639956638217,1.3580199447460473,0.7999600347829983
23,1984,1.9700000286102295,6.099999904632568,12271.4287109375,59.76878356933594,0.7417582273483276,0.10000000149011612,0.4000000059604645,20,3.571190118789673,0.17951999604701996,8083.908203125,0,1,0,232,2.006919967243448e-4,47,4.0657399949850515e-5,39,15,2.586210030131042e-4,2,3.448300049058162e-5,39,12,6.381241255439818e-4,1.9634587806649506e-4,22,2.7160500758327544e-4,9,1.1111100320704281e-4,71.80000305175781,6.21150029473938e-5,1156000.25,57999.9296875,61116.63671875,80999.9765625,9345,7.5,59.500003814697266,0.05904521048069,2.006919967243448,0.40657399949850515,2.586210030131042,0.34483000490581617,6.381241255439818,1.9634587806649506,2.7160500758327544,1.1111100320704281,0.621150029473938
23,1985,1.8300000429153442,5.400000095367432,12609.1103515625,59.77143096923828,0.7150424122810364,0.10000000149011612,0.4000000059604645,20.5,3.350519895553589,0.1747480034828186,7969.93408203125,0,1,0,206,1.7697599832899868e-4,39,3.3505199098726735e-5,28,18,3.214289899915457e-4,4,7.14289999450557e-5,31,4,5.119250272400677e-4,6.605483940802515e-5,22,2.749999985098839e-4,8,9.999999747378752e-5,58.599998474121094,5.034200148656964e-5,1163999.625,55999.92578125,60555.7421875,80000,9277,7.199999809265137,60.10000228881836,0.03663063049316406,1.7697599832899868,0.33505199098726735,3.2142898999154568,0.7142899994505569,5.119250272400677,0.6605483940802515,2.749999985098839,0.9999999747378752,0.5034200148656964
23,1986,1.7899999618530273,5.300000190734863,13292.0537109375,60.135902404785156,0.7498070001602173,0.10000000149011612,0.4000000059604645,21,3.3276500701904297,0.16968199610710144,8550.34765625,0,1,0,214,1.8259399803355336e-4,34,2.9010199796175584e-5,21,12,2.1428600302897394e-4,1,1.7857000784715638e-5,22,5,3.66666674381122e-4,8.333333244081587e-5,41,5.54053985979408e-4,10,1.351349928881973e-4,65.87999725341797,5.6214001233456656e-5,1171999.125,55999.92578125,60000,74000.0078125,10021,7,60.70000076293945,0.06183904781937599,1.8259399803355336,0.29010199796175584,2.1428600302897394,0.17857000784715638,3.66666674381122,0.8333333244081587,5.54053985979408,1.351349928881973,0.5621400123345666
23,1987,1.7799999713897705,4.400000095367432,13984,62.47216033935547,0.7875000238418579,0.10000000149011612,0.4000000059604645,21,3.2855899333953857,0.18878699839115143,9069.9365234375,0,1,0,232,1.954509934876114e-4,36,3.0328599677886814e-5,26,12,2.1428600302897394e-4,2,3.5714001569431275e-5,34,9,5.762699875049293e-4,1.5254199388436973e-4,26,3.611109859775752e-4,11,1.5277799684554338e-4,59.93000030517578,5.049000174039975e-5,1186998.375,55999.92578125,59000.12109375,72000.0234375,10766,6.199999809265137,61.5,0.1128455400466919,1.9545099348761141,0.30328599677886814,2.1428600302897394,0.35714001569431275,5.762699875049293,1.5254199388436973,3.611109859775752,1.5277799684554338,0.5049000174039975
23,1988,1.7799999713897705,3.799999952316284,14538.9794921875,62.910282135009766,0.7579403519630432,0.10000000149011612,0.4000000059604645,21,3.2855899333953857,0.17982600629329681,9461.3994140625,0,1,0,255,2.1161799668334424e-4,31,2.5726099920575507e-5,25,21,3.8181801210157573e-4,3,5.454499842016958e-5,28,4,5.000000237487257e-4,7.14289999450557e-5,29,3.766230074688792e-4,6,7.792199903633446e-5,61.77000045776367,5.1260998588986695e-5,1205001.5,55000.0234375,55999.99609375,77000.078125,11401,5.5,62.30000305175781,0.07037708908319473,2.1161799668334424,0.25726099920575507,3.8181801210157573,0.5454499842016958,5.0000002374872565,0.7142899994505569,3.7662300746887922,0.7792199903633446,0.512609985889867
24,1982,2.4600000381469727,8.399999618530273,15198.0908203125,61.450260162353516,0.241050124168396,3.0226900577545166,0.32828599214553833,21,1.5336799621582031,0.19627900421619415,6768.09375,1,0,0,640,1.4977800310589373e-4,182,4.259300112607889e-5,101,43,1.8143499619327486e-4,10,4.219399852445349e-5,90,45,3.846021427307278e-4,1.923010713653639e-4,92,2.9677400016225874e-4,37,1.1935499787796289e-4,175.60000610351562,4.10959983128123e-5,4272990.5,236999.484375,234008.0625,310000.1875,28920,9.699999809265137,57.79999923706055,-0.006933488417416811,1.4977800310589373,0.4259300112607889,1.8143499619327486,0.4219399852445349,3.846021427307278,1.923010713653639,2.9677400016225874,1.1935499787796289,0.410959983128123
24,1983,2.380000114440918,6.900000095367432,15644.4951171875,63.146549224853516,0.23165138065814972,3.034090042114258,0.3434140086174011,21,1.5010499954223633,0.20468999445438385,7118.8251953125,1,0,0,656,1.525230036349967e-4,167,3.882819873979315e-5,93,47,2.0434800535440445e-4,11,4.7826000809436664e-5,69,32,2.977695839945227e-4,1.3809604570269585e-4,102,3.2692300737835467e-4,36,1.1538500257302076e-4,177.3300018310547,4.1231000068364665e-5,4300990.5,229999.796875,231722.796875,312000.0625,30618,9.600000381469727,57.900001525878906,0.05796355381608009,1.5252300363499671,0.3882819873979315,2.0434800535440445,0.47826000809436664,2.977695839945227,1.3809604570269585,3.2692300737835467,1.1538500257302076,0.41231000068364665
24,1984,2.319999933242798,5.400000095367432,16313.1865234375,64.53771209716797,0.22197802364826202,3.0455400943756104,0.35923901200294495,21,1.1339399814605713,0.2128629982471466,7289.48828125,1,0,0,643,1.4785000530537218e-4,142,3.265120176365599e-5,86,48,2.1524699695874006e-4,10,4.4843000068794936e-5,62,15,2.7019978733733296e-4,6.537092122016475e-5,109,3.460320003796369e-4,43,1.3650799519382417e-4,180.07000732421875,4.1405000956729054e-5,4349002,222999.625,229459.84375,314999.78125,31702,7.5,59.500003814697266,0.06711327284574509,1.4785000530537218,0.3265120176365599,2.1524699695874006,0.44843000068794936,2.7019978733733296,0.6537092122016475,3.460320003796369,1.3650799519382417,0.41405000956729054
24,1985,2.259999990463257,4.599999904632568,16921.609375,64.5509033203125,0.21398305892944336,3.057039976119995,0.375793993473053,21,1.1228400468826294,0.21529699862003326,7590.40966796875,1,0,0,729,1.6598400543443859e-4,141,3.210379873053171e-5,85,39,1.797239965526387e-4,6,2.764999953797087e-5,90,32,3.9609367377124727e-4,1.4083330461289734e-4,123,3.892410022672266e-4,41,1.297470007557422e-4,188.83999633789062,4.2996998672606423e-005,4391989.5,216999.40625,227218.984375,315999.59375,33337,7.199999809265137,60.10000228881836,0.05542423203587532,1.6598400543443859,0.3210379873053171,1.797239965526387,0.2764999953797087,3.9609367377124727,1.4083330461289734,3.8924100226722658,1.297470007557422,0.42996998672606423
24,1986,2.130000114440918,4.5,17475.748046875,66.24410247802734,0.20846234261989594,3.068579912185669,0.393110990524292,21,1.1073800325393677,0.17603699862957,7826.70458984375,1,0,0,784,1.7574499361217022e-4,174,3.900469891959801e-5,106,56,2.6540301041677594e-4,13,6.161099736345932e-5,75,27,3.3333332976326346e-4,1.1999999696854502e-4,132,4.489799903240055e-4,55,1.8707499839365482e-4,197.0800018310547,4.417799937073141e-5,4461009,210999.875,225000,293999.75,34915,7,60.70000076293945,0.05596797540783882,1.7574499361217022,0.39004698919598013,2.6540301041677594,0.6161099736345932,3.3333332976326346,1.1999999696854502,4.489799903240055,1.8707499839365482,0.44177999370731413
